137896	6133	7521	2	1	0	0		
137903	6134	7522	1	20	1	0		
137908	6135	7523	1	1	1	0		
137914	6136	7524	1	1	1	0		
137922	6137	7525	1	1	1	0		
137927	6138	7526	2	1	0	0		
137932	6139	7527	2	1	1	0		
137940	6140	7528	2	200	5	0		
137948	6141	7529	1	2	5	0		
137956	6142	7530	1	200	5	0		
137967	6143	7531	2	2	5	0		
137974	6144	7532	2	200	5	0		
137984	6145	7533	1	2	5	0		
137991	6146	7534	1	200	5	0		
137996	6147	7535	1	30	1	0		
137999	6148	7535	2	30	1	0		
138002	6149	7535	1	30	5	0		
138005	6150	7535	2	30	5	0		
138010	6151	7536	1	120	1	0		
138015	6152	7536	1	120	5	0		
138022	6153	7537	1	60	1	0		
138030	6154	7537	1	60	5	0		
138040	6155	7538	1	30	1	0		
138046	6156	7538	1	30	5	0		
138054	6157	7539	1	60	1	0		
138057	6158	7539	2	60	1	0		
138060	6159	7539	1	60	5	0		
138063	6160	7539	2	60	5	0		
138068	6161	7540	1	2	1	0		
138071	6162	7540	2	2	1	0		
138074	6163	7540	1	2	5	0		
138077	6164	7540	2	2	5	0		
138082	6165	7541	1	60	1	0		
138094	6166	7541	1	60	5	0		
138108	6167	7542	1	30	1	0		
138120	6168	7542	1	30	5	0		
138134	6169	7543	1	60	1	0		
138138	6170	7543	2	60	1	0		
138142	6171	7543	1	60	5	0		
138146	6172	7543	2	60	5	0		
138152	6173	7544	1	30	1	0		
138156	6174	7544	2	30	1	0		
138160	6175	7544	1	30	5	0		
138164	6176	7544	2	30	5	0		
138170	6177	7545	1	60	1	0		
138173	6178	7545	2	60	1	0		
138176	6179	7545	1	60	5	0		
138179	6180	7545	2	60	5	0		
138184	6181	7546	1	30	1	0		
138187	6182	7546	2	30	1	0		
138190	6183	7546	1	30	5	0		
138193	6184	7546	2	30	5	0		
138198	6185	7547	1	120	2	0		
138203	6186	7548	1	30	1	0		
138207	6187	7548	1	30	5	0		
138213	6188	7549	1	30	5	0		
138218	6189	7550	1	30	1	0		
138222	6190	7550	1	30	5	0		
138228	6191	7551	1	30	5	0		
138233	6192	7552	1	30	1	0		
138236	6193	7552	1	30	5	0		
138241	6194	7553	1	30	5	0		
138246	6195	7554	1	30	1	0		
138249	6196	7554	1	30	5	0		
138254	6197	7555	1	28	1	0		
138257	6198	7555	1	28	5	0		
138262	6199	7556	1	28	5	0		
138267	6200	7557	1	30	1	0		
138270	6201	7557	1	30	5	0		
138275	6202	7558	1	30	5	0		
138280	6203	7559	1	30	1	0		
138284	6204	7560	1	1	0	0		
138288	6205	7561	1	1	0	0		
138293	6206	7562	1	120	2	0		
138299	6207	7563	2	90	0	0		
138305	6208	7564	1	200	5	0		
138310	6209	7565	1	10	1	0		
138315	6210	7566	2	5	0	0		
138320	6211	7567	1	10	0	0		
138325	6212	7568	1	1	0	0		
138330	6213	7569	1	25	0	0		
138336	6214	7570	1	1	5	0		
138341	6215	7571	1	90	5	0		
138346	6216	7572	1	90	5	0		
138351	6217	7573	1	25	0	0		
138356	6218	7574	1	1	0	0		
138361	6219	7575	1	1	0	0		
138366	6220	7576	1	1	1	0		
138371	6221	7577	1	4	0	0		
138374	6222	7577	1	10	1	0		
138379	6223	7578	1	4	0	0		
138382	6224	7578	1	10	1	0		
138387	6225	7579	1	4	0	0		
138390	6226	7579	1	10	1	0		
138395	6227	7580	1	4	0	0		
138398	6228	7580	1	10	1	0		
138403	6229	7581	1	2	0	0		
138408	6230	7582	1	1	0	0		
138413	6231	7583	1	1	0	0		
138418	6232	7584	1	2	0	0		
138423	6233	7585	1	100	2	0		
138428	6234	7586	2	100	2	0		
138433	6235	7587	1	3	5	0		
138438	6236	7588	1	3	4	0		
138444	6237	7589	1	200	2	0		
138451	6238	7591	2	100	1	0		
138459	6239	7592	1	6	5	0		
138467	6240	7593	2	90	2	0		
138472	6241	7594	2	1	1	0		
138477	6242	7595	2	1	1	0		
138482	6243	7596	2	1	1	0		
138487	6244	7597	2	1	1	0		
138492	6245	7598	2	1	1	0		
138500	6246	7599	2	1	1	0		
138506	6247	7600	2	1	1	0		
138514	6248	7601	1	2	1	0		
138517	6249	7601	2	2	1	0		
138523	6250	7602	1	1	1	0		
138526	6251	7602	2	1	1	0		
138531	6252	7603	1	1	5	0		
138539	6253	7604	1	1	5	0		
138544	6254	7605	1	1	2	0		
138554	6255	7606	1	2	2	0		
138561	6256	7607	2	1	0	0		
138568	6257	7608	1	2	2	0		
138573	6258	7609	1	3	5	0		
138578	6259	7610	2	3	0	0		
138581	6260	7610	1	3	5	0		
138586	6261	7611	1	3	5	0		
138591	6262	7612	1	25	1	0		
138596	6263	7613	1	50	0	0		
138601	6264	7614	1	50	0	0		
138606	6265	7615	1	40	0	0		
138611	6266	7616	1	40	0	0		
138621	6267	7618	1	20	0	0		
138627	6268	7619	1	12	0	0		
138633	6269	7620	1	28	3	0		
138638	6270	7621	1	3	3	0		
138643	6271	7622	1	2	3	0		
138648	6272	7623	1	200	5	0		
138653	6273	7624	1	200	5	0		
138659	6274	7625	1	4	0	0		
138664	6275	7626	1	4	0	0		
138669	6276	7627	1	100	1	0		
138674	6277	7628	1	100	2	0		
138679	6278	7629	1	100	5	0		
138684	6279	7630	1	100	5	0		
138689	6280	7631	1	100	5	0		
138694	6281	7632	1	500	10	0		
138699	6282	7633	1	200	10	0		
138704	6283	7634	1	500	10	0		
138709	6284	7635	1	500	10	0		
138714	6285	7636	1	200	10	0		
138719	6286	7637	1	500	10	0		
138724	6287	7638	1	5	2	0		
138730	6288	7639	1	5	1	0		
138737	6289	7640	1	5	2	0		
138742	6290	7641	1	5	2	0		
138747	6291	7642	1	10	1	0		
138752	6292	7643	1	5	1	0		
138757	6293	7644	1	5	2	0		
138762	6294	7645	1	5	1	0		
138769	6295	7646	1	5	2	0		
138775	6296	7647	1	5	1	0		
138783	6297	7648	1	5	2	0		
138789	6298	7649	1	5	2	0		
138797	6299	7650	1	5	2	0		
138804	6300	7651	1	5	2	0		
138811	6301	7652	1	5	1	0		
138819	6302	7653	1	5	1	0		
138828	6303	7654	1	5	1	0		
138837	6304	7655	1	5	1	0		
138842	6305	7656	1	5	2	0		
138848	6306	7657	1	60	5	0		
138853	6307	7658	1	100	5	0		
138867	6308	7659	1	60	5	0		
138881	6309	7660	1	100	5	0		
138887	6310	7661	1	100	5	0		
138893	6311	7662	1	100	5	0		
138898	6312	7663	1	100	5	0		
138909	6313	7664	1	30	5	0		
138914	6314	7665	1	30	5	0		
138919	6315	7666	1	30	5	0		
138924	6316	7667	1	30	5	0		
138929	6317	7668	1	90	5	0		
138934	6318	7669	1	90	5	0		
138939	6319	7670	1	100	5	0		
138947	6320	7671	1	5	1	0		
138952	6321	7672	2	100	2	0		
138957	6322	7673	2	100	2	0		
138962	6323	7674	1	100	0	0		
138967	6324	7675	1	120	1	0		
138972	6325	7676	1	120	1	0		
138977	6326	7677	1	60	1	0		
138982	6327	7678	1	200	1	0		
138990	6328	7679	1	100	1	0		
138995	6329	7680	1	1	7	0		
139000	6330	7681	1	50	2	0		
139006	6331	7682	1	50	2	0		
139011	6332	7683	1	50	2	0		
139016	6333	7684	1	50	2	0		
139022	6334	7685	1	5	5	0		
139028	6335	7686	1	50	5	0		
139033	6336	7687	1	12	5	0		
139038	6337	7688	1	5	5	0		
139043	6338	7689	1	5	5	0		
139048	6339	7690	1	10	1	0		
139053	6340	7691	1	10	1	0		
139058	6341	7692	1	10	1	0		
139063	6342	7693	1	10	1	0		
139068	6343	7694	1	10	1	0		
139073	6344	7695	1	10	1	0		
139078	6345	7696	1	10	1	0		
139083	6346	7697	1	10	1	0		
139088	6347	7698	1	10	1	0		
139093	6348	7699	2	28	3	0		
139097	6349	7699	1	28	5	0		
139103	6350	7700	1	60	5	0		
139110	6351	7701	2	84	1	0		
139115	6352	7702	1	112	1	0		
139121	6353	7703	2	84	1	0		
139126	6354	7704	2	90	1	0		
139131	6355	7705	1	100	1	0		
139136	6356	7706	1	96	1	0		
139141	6357	7707	1	60	5	0		
139146	6358	7708	1	3	0	0		
139151	6359	7709	1	1	2	0		
139159	6360	7710	1	60	5	0		
139164	6361	7711	1	2	0	0		
139169	6362	7712	1	1	0	0		
139174	6363	7713	1	1	0	0		
139179	6364	7714	1	1	0	0		
139184	6365	7715	1	100	2	0		
139189	6366	7716	1	1	4	0		
139197	6367	7717	1	30	2	0		
139202	6368	7718	1	2	0	0		
139207	6369	7719	1	200	1	0		
139213	6370	7720	1	200	0	0		
139258	6371	7739	1	3	0	0		
139266	6372	7740	1	3	0	0		
139274	6373	7741	1	3	0	0		
139279	6374	7742	1	3	0	0		
139284	6375	7743	1	3	0	0		
139289	6376	7744	1	5	1	0		
139294	6377	7745	1	2	1	0		
139299	6378	7746	1	5	1	0		
139304	6379	7747	1	2	1	0		
139309	6380	7748	1	4	1	0		
139314	6381	7749	1	5	1	0		
139322	6382	7750	1	5	1	0		
139328	6383	7751	1	5	1	0		
139334	6384	7752	1	5	1	0		
139339	6385	7753	2	1	2	0		
139344	6386	7754	2	1	2	0		
139349	6387	7755	1	2	3	0		
139354	6388	7756	1	100	1	0		
139360	6389	7757	1	200	1	0		
139366	6390	7758	1	100	5	0		
139371	6391	7759	1	200	1	0		
139376	6392	7760	1	100	5	0		
139381	6393	7761	1	100	5	0		
139386	6394	7762	1	5	0	0		
139391	6395	7763	1	2	0	0		
139396	6396	7764	1	100	5	0		
139401	6397	7765	1	100	5	0		
139406	6398	7766	1	60	5	0		
139412	6399	7767	1	60	5	0		
139417	6400	7768	1	30	5	0		
139425	6401	7769	1	30	5	0		
139436	6402	7770	1	5	1	0		
139441	6403	7771	1	1	5	0		
139446	6404	7772	1	1	5	0		
139451	6405	7773	1	30	5	0		
139458	6406	7774	1	30	5	0		
139464	6407	7775	1	30	5	0		
139471	6408	7776	1	200	2	0		
139476	6409	7777	1	200	2	0		
139482	6410	7778	1	100	5	0		
139487	6411	7779	1	30	5	0		
139493	6412	7780	1	30	5	0		
139507	6413	7781	1	1	5	0		
139512	6414	7782	1	1	5	0		
