88156	21766	s	
88160	21767	p	
88164	21768	s	
88168	21769	s	
88172	21770	s	
88176	21771	s	
88180	21772	s	
88184	21773	s	
88188	21774	s	
88192	21775	s	
88196	21776	s	
88200	21777	s	
88204	21778	s	
88212	21780	s	
88220	21782	s	
88224	21783	s	
88228	21784	p	
88236	21786	s	
88240	21787	s	
88244	21788	s	
88248	21789	s	
88252	21790	s	
88256	21791	s	
88268	21794	s	
88272	21795	p	
88276	21796	s	
88280	21797	s	
88284	21798	s	
88288	21799	s	
88292	21800	s	
88296	21801	s	
88300	21802	s	
88304	21803	s	
88308	21804	s	
88312	21805	s	
88316	21806	s	
88320	21807	s	
88324	21808	s	
88328	21809	s	
88332	21810	s	
88336	21811	s	
88340	21812	s	
88344	21813	p	
88348	21814	s	
88352	21815	s	
88356	21816	s	
88360	21817	s	
88364	21818	s	
88368	21819	s	
88372	21820	s	
88376	21821	s	
88384	21823	p	
88388	21824	s	
88392	21825	s	
88396	21826	t	
88400	21827	t	
88404	21828	p	
88408	21829	s	
88412	21830	s	
88416	21831	s	
88420	21832	s	
88424	21833	s	
88428	21834	s	
88432	21835	s	
88436	21836	s	
88440	21837	s	
88444	21838	s	
88448	21839	s	
88452	21840	s	
88456	21841	s	
88460	21842	p	
88464	21843	s	
88468	21844	s	
88472	21845	s	
88476	21846	p	
88480	21847	s	
88484	21848	p	
88488	21849	s	
88492	21850	s	
88496	21851	s	
88500	21852	s	
88504	21853	t	
88508	21854	p	
88512	21855	s	
88516	21856	s	
88520	21857	p	
88524	21858	p	
88528	21859	s	
88532	21860	s	
88536	21861	s	
88540	21862	s	
88544	21863	s	
88548	21864	s	
88552	21865	s	
88556	21866	t	
88560	21867	p	
88564	21868	p	
88573	21870	s	
88577	21871	s	
88581	21872	s	
88585	21873	s	
88589	21874	s	
88593	21875	s	
88597	21876	t	
88601	21877	p	
88605	21878	s	
88609	21879	s	
88613	21880	s	
88617	21881	s	
88621	21882	s	
88625	21883	s	
88629	21884	s	
88633	21885	p	
88637	21886	s	
88641	21887	p	
88645	21888	s	
88649	21889	s	
88653	21890	s	
88657	21891	s	
88661	21892	p	
88666	21893	s	
88670	21894	s	
88674	21895	s	
88678	21896	p	
88683	21897	s	
88687	21898	s	
88691	21899	s	
88695	21900	s	
88699	21901	s	
88703	21902	t	
88708	21903	p	
88712	21904	s	
88716	21905	s	
88720	21906	s	
88724	21907	s	
88728	21908	s	
88732	21909	s	
88736	21910	s	
88740	21911	s	
88744	21912	s	
88748	21913	s	
88752	21914	s	
88756	21915	p	
88760	21916	s	
88764	21917	t	
88769	21918	p	
88773	21919	s	
88781	21921	s	
88785	21922	s	
88789	21923	p	
88793	21924	s	
88797	21925	s	
88801	21926	s	
88805	21927	s	
88809	21928	p	
88813	21929	s	
88817	21930	s	
88821	21931	t	
88825	21932	t	
88829	21933	p	
88833	21934	s	
88837	21935	s	
88841	21936	s	
88845	21937	s	
88849	21938	s	
88853	21939	s	
88857	21940	p	
88865	21942	s	
88869	21943	s	
88873	21944	s	
88877	21945	s	
88881	21946	p	
88889	21948	s	
88893	21949	s	
88901	21951	s	
88905	21952	p	
88909	21953	s	
88913	21954	s	
88917	21955	s	
88921	21956	s	
88925	21957	s	
88929	21958	t	
88933	21959	p	
88937	21960	s	
88941	21961	s	
88945	21962	s	
88949	21963	p	
88953	21964	s	
88957	21965	s	
88961	21966	s	
88965	21967	s	
88969	21968	s	
88973	21969	s	
88977	21970	s	
88981	21971	s	
88985	21972	s	
88989	21973	s	
88993	21974	s	
88997	21975	s	
89001	21976	s	
89005	21977	p	
89009	21978	s	
89013	21979	p	
89017	21980	s	
89021	21981	s	
89025	21982	p	
89029	21983	s	
89033	21984	s	
89037	21985	s	
89041	21986	p	
89045	21987	s	
89049	21988	s	
89053	21989	s	
89057	21990	p	
89061	21991	s	
89065	21992	s	
89069	21993	s	
89073	21994	t	
89077	21995	p	
89081	21996	s	
89085	21997	t	
89089	21998	t	
89093	21999	p	
89097	22000	s	
89101	22001	s	
89105	22002	s	
89109	22003	s	
89113	22004	p	
89117	22005	p	
89122	22006	t	
89126	22007	p	
89130	22008	s	
89134	22009	s	
89138	22010	p	
89142	22011	p	
89146	22012	s	
89150	22013	s	
89154	22014	s	
89158	22015	s	
89162	22016	s	
89166	22017	s	
89170	22018	s	
89174	22019	t	
89178	22020	p	
89182	22021	s	
89186	22022	s	
89190	22023	p	
89194	22024	t	
89198	22025	p	
89202	22026	p	
89206	22027	p	
89210	22028	p	
89214	22029	p	
89218	22030	t	
89222	22031	p	
89226	22032	s	
89230	22033	p	
89234	22034	s	
89238	22035	p	
89243	22036	s	
89247	22037	s	
89251	22038	s	
89255	22039	s	
89259	22040	s	
89263	22041	s	
89267	22042	s	
89271	22043	s	
89275	22044	s	
89279	22045	s	
89283	22046	t	
89287	22047	p	
89291	22048	p	
89295	22049	p	
89299	22050	t	
89303	22051	p	
89308	22052	s	
89312	22053	s	
89316	22054	s	
89320	22055	s	
89324	22056	s	
89328	22057	s	
89332	22058	s	
89336	22059	s	
89340	22060	s	
89344	22061	s	
89348	22062	s	
89352	22063	s	
89356	22064	s	
89360	22065	s	
89364	22066	p	
89368	22067	p	
89373	22068	s	
89377	22069	s	
89381	22070	s	
89385	22071	s	
89389	22072	s	
89393	22073	s	
89397	22074	s	
89401	22075	t	
89405	22076	p	
89409	22077	s	
89413	22078	s	
89417	22079	p	
89421	22080	s	
89425	22081	s	
89429	22082	s	
89433	22083	p	
89437	22084	s	
89441	22085	s	
89445	22086	s	
89449	22087	s	
89453	22088	s	
89457	22089	s	
89461	22090	s	
89465	22091	s	
89469	22092	s	
89473	22093	s	
89477	22094	s	
89481	22095	p	
89485	22096	s	
89489	22097	s	
89493	22098	s	
89497	22099	p	
89501	22100	s	
89505	22101	s	
89509	22102	p	
89513	22103	t	
89518	22104	t	
89522	22105	t	
89526	22106	p	
89530	22107	s	
89534	22108	s	
89538	22109	s	
89542	22110	s	
89546	22111	s	
89550	22112	s	
89554	22113	s	
89558	22114	s	
89562	22115	s	
89566	22116	p	
89570	22117	s	
89574	22118	s	
89578	22119	s	
89582	22120	t	
89586	22121	t	
89590	22122	t	
89595	22123	p	
89599	22124	s	
89603	22125	s	
89607	22126	s	
89611	22127	s	
89615	22128	s	
89619	22129	s	
89623	22130	p	
89627	22131	s	
89631	22132	s	
89635	22133	s	
89639	22134	s	
89643	22135	p	
89647	22136	s	
89651	22137	s	
89655	22138	s	
89659	22139	s	
89663	22140	s	
89667	22141	k	
89670	22142	t	
89675	22143	p	
89679	22144	s	
89683	22145	s	
89687	22146	s	
89691	22147	s	
89695	22148	s	
89699	22149	s	
89703	22150	s	
89707	22151	s	
89711	22152	s	
89715	22153	p	
89723	22155	s	
89727	22156	s	
89731	22157	s	
89735	22158	s	
89739	22159	s	
89743	22160	s	
89747	22161	s	
89751	22162	s	
89755	22163	s	
89759	22164	s	
89763	22165	p	
89767	22166	s	
89771	22167	s	
89775	22168	s	
89779	22169	s	
89783	22170	s	
89787	22171	s	
89791	22172	s	
89795	22173	s	
89799	22174	s	
89803	22175	s	
89807	22176	s	
89811	22177	s	
89815	22178	s	
89819	22179	s	
89823	22180	s	
89827	22181	s	
89831	22182	s	
89839	22184	p	
89843	22185	s	
89847	22186	s	
89851	22187	s	
89855	22188	s	
89859	22189	s	
89863	22190	s	
89867	22191	s	
89871	22192	s	
89875	22193	s	
89879	22194	s	
89883	22195	p	
89887	22196	s	
89891	22197	s	
89895	22198	s	
89899	22199	s	
89903	22200	t	
89907	22201	t	
89911	22202	p	
89915	22203	s	
89919	22204	s	
89923	22205	s	
89927	22206	p	
89931	22207	s	
89935	22208	s	
89939	22209	s	
89943	22210	s	
89947	22211	t	
89951	22212	p	
89955	22213	s	
89959	22214	s	
89963	22215	p	
89967	22216	s	
89971	22217	p	
89975	22218	s	
89979	22219	s	
89983	22220	s	
89987	22221	s	
89991	22222	s	
89995	22223	s	
89999	22224	s	
90003	22225	s	
90007	22226	s	
90011	22227	p	
90015	22228	s	
90019	22229	s	
90023	22230	s	
90027	22231	s	
90031	22232	s	
90035	22233	s	
90039	22234	s	
90043	22235	s	
90047	22236	s	
90051	22237	s	
90055	22238	p	
90059	22239	s	
90063	22240	s	
90067	22241	s	
90071	22242	t	
90075	22243	t	
90079	22244	p	
90083	22245	s	
90087	22246	s	
90091	22247	s	
90095	22248	s	
90099	22249	s	
90103	22250	s	
90107	22251	s	
90111	22252	s	
90115	22253	s	
90119	22254	s	
90123	22255	s	
90127	22256	p	
90131	22257	s	
90135	22258	s	
90139	22259	s	
90143	22260	s	
90147	22261	s	
90151	22262	s	
90155	22263	s	
90159	22264	s	
90163	22265	s	
90167	22266	p	
90171	22267	s	
90175	22268	s	
90179	22269	s	
90183	22270	s	
90187	22271	s	
90191	22272	p	
90195	22273	s	
90199	22274	s	
90207	22276	p	
90211	22277	s	
90215	22278	s	
90219	22279	s	
90223	22280	s	
90227	22281	s	
90231	22282	t	
90235	22283	p	
90239	22284	s	
90243	22285	s	
90247	22286	s	
90251	22287	s	
90255	22288	s	
90259	22289	s	
90263	22290	p	
90267	22291	s	
90271	22292	s	
90275	22293	p	
90280	22294	s	
90284	22295	s	
90288	22296	t	
90292	22297	t	
90296	22298	p	
90300	22299	s	
90304	22300	s	
90308	22301	s	
90320	22304	s	
90324	22305	s	
90328	22306	s	
90332	22307	t	
90336	22308	p	
90340	22309	s	
90344	22310	s	
90348	22311	s	
90352	22312	s	
90356	22313	s	
90360	22314	p	
90372	22317	s	
90376	22318	p	
90380	22319	s	
90384	22320	s	
90388	22321	t	
90392	22322	p	
90396	22323	s	
90400	22324	s	
90404	22325	s	
90408	22326	s	
90412	22327	s	
90416	22328	s	
90420	22329	s	
90424	22330	s	
90428	22331	s	
90432	22332	s	
90436	22333	p	
90440	22334	s	
90444	22335	s	
90448	22336	s	
90452	22337	s	
90456	22338	s	
90460	22339	p	
90464	22340	s	
90468	22341	s	
90472	22342	s	
90476	22343	s	
90480	22344	s	
90484	22345	t	
90488	22346	p	
90492	22347	p	
90496	22348	t	
90500	22349	p	
90504	22350	s	
90508	22351	s	
90512	22352	s	
90516	22353	s	
90520	22354	s	
90524	22355	s	
90528	22356	s	
90532	22357	s	
90536	22358	s	
90540	22359	s	
90544	22360	s	
90548	22361	s	
90552	22362	s	
90556	22363	s	
90560	22364	s	
90564	22365	s	
90568	22366	s	
90572	22367	s	
90576	22368	p	
90580	22369	s	
90584	22370	s	
90588	22371	s	
90592	22372	p	
90596	22373	p	
90600	22374	s	
90604	22375	t	
90608	22376	p	
90612	22377	p	
90616	22378	t	
90621	22379	p	
90625	22380	s	
90629	22381	s	
90633	22382	s	
90637	22383	s	
90641	22384	s	
90645	22385	s	
90649	22386	s	
90653	22387	p	
90657	22388	s	
90661	22389	k	
90664	22390	t	
90668	22391	t	
90672	22392	p	
90676	22393	s	
90680	22394	s	
90684	22395	s	
90688	22396	s	
90692	22397	s	
90696	22398	s	
90700	22399	s	
90704	22400	s	
90708	22401	s	
90712	22402	s	
90716	22403	p	
90720	22404	s	
90724	22405	s	
90728	22406	p	
90732	22407	s	
90736	22408	s	
90740	22409	p	
90744	22410	s	
90748	22411	t	
90752	22412	p	
90756	22413	s	
90760	22414	s	
90764	22415	s	
90768	22416	s	
90772	22417	s	
90776	22418	s	
90780	22419	s	
90784	22420	s	
90788	22421	s	
90792	22422	p	
90796	22423	s	
90800	22424	s	
90804	22425	s	
90808	22426	s	
90812	22427	p	
90816	22428	s	
90820	22429	s	
90824	22430	s	
90828	22431	s	
90832	22432	p	
90836	22433	s	
90840	22434	s	
90844	22435	s	
90848	22436	s	
90852	22437	s	
90856	22438	p	
90860	22439	s	
90864	22440	s	
90868	22441	t	
90872	22442	p	
90876	22443	s	
90880	22444	s	
90884	22445	s	
90888	22446	s	
90892	22447	s	
90896	22448	s	
90900	22449	s	
90904	22450	s	
90908	22451	s	
90912	22452	s	
90916	22453	s	
90920	22454	s	
90924	22455	s	
90928	22456	s	
90932	22457	s	
90936	22458	s	
90940	22459	s	
90944	22460	s	
90948	22461	s	
90952	22462	s	
90956	22463	s	
90960	22464	s	
90964	22465	s	
90968	22466	s	
90972	22467	s	
90976	22468	p	
90980	22469	s	
90984	22470	s	
90988	22471	s	
90992	22472	s	
90996	22473	p	
91000	22474	s	
91004	22475	s	
91008	22476	s	
91012	22477	t	
91016	22478	p	
91020	22479	s	
91024	22480	s	
91028	22481	s	
91032	22482	s	
91036	22483	s	
91040	22484	s	
91044	22485	s	
91048	22486	s	
91052	22487	s	
91056	22488	s	
91060	22489	s	
91064	22490	s	
91068	22491	s	
91072	22492	s	
91076	22493	s	
91080	22494	s	
91084	22495	s	
91088	22496	s	
91092	22497	p	
91096	22498	s	
91100	22499	p	
91104	22500	s	
91108	22501	s	
91112	22502	s	
91116	22503	s	
91120	22504	s	
91124	22505	s	
91128	22506	s	
91132	22507	s	
91136	22508	s	
91140	22509	s	
91144	22510	s	
91148	22511	s	
91152	22512	s	
91156	22513	s	
91160	22514	s	
91164	22515	s	
91168	22516	s	
91172	22517	s	
91176	22518	s	
91180	22519	s	
91184	22520	s	
91192	22522	p	
91196	22523	s	
91188	22521	p	
91201	22524	s	
91205	22525	s	
91209	22526	s	
91213	22527	s	
91217	22528	s	
91221	22529	s	
91225	22530	s	
91229	22531	s	
91233	22532	s	
91237	22533	s	
91241	22534	s	
91245	22535	s	
91249	22536	p	
91253	22537	t	
91257	22538	t	
91261	22539	p	
91265	22540	s	
91269	22541	s	
91273	22542	s	
91277	22543	s	
91281	22544	s	
91285	22545	s	
91289	22546	s	
91293	22547	s	
91297	22548	s	
91301	22549	s	
91305	22550	p	
91309	22551	s	
91313	22552	s	
91317	22553	p	
91321	22554	s	
91325	22555	s	
91329	22556	s	
91333	22557	s	
91337	22558	s	
91341	22559	t	
91345	22560	p	
91349	22561	s	
91353	22562	p	
91357	22563	s	
91361	22564	p	
91365	22565	t	
91369	22566	p	
91373	22567	s	
91377	22568	s	
91381	22569	s	
91385	22570	s	
91389	22571	s	
91393	22572	p	
91397	22573	s	
91401	22574	s	
91405	22575	s	
91409	22576	s	
91413	22577	s	
91417	22578	s	
91421	22579	s	
91425	22580	t	
91429	22581	p	
91433	22582	s	
91437	22583	p	
91441	22584	s	
91445	22585	s	
91449	22586	s	
91453	22587	s	
91457	22588	p	
91461	22589	s	
91465	22590	p	
91469	22591	s	
91473	22592	p	
91477	22593	s	
91481	22594	t	
91485	22595	p	
91489	22596	s	
91493	22597	p	
91497	22598	s	
91501	22599	p	
91505	22600	s	
91509	22601	p	
91513	22602	s	
91517	22603	t	
91521	22604	p	
91525	22605	s	
91529	22606	s	
91533	22607	s	
91537	22608	s	
91541	22609	s	
91545	22610	s	
91549	22611	s	
91553	22612	s	
91557	22613	s	
91561	22614	s	
91565	22615	s	
91569	22616	p	
91573	22617	s	
91577	22618	p	
91581	22619	s	
91585	22620	s	
91589	22621	p	
91593	22622	s	
91597	22623	p	
91601	22624	s	
91605	22625	p	
91609	22626	s	
91613	22627	s	
91617	22628	s	
91621	22629	s	
91625	22630	s	
91629	22631	p	
91633	22632	s	
91637	22633	p	
91641	22634	s	
91645	22635	p	
91649	22636	p	
91653	22637	s	
91657	22638	t	
91661	22639	t	
91665	22640	t	
91669	22641	p	
91673	22642	s	
91677	22643	s	
91681	22644	s	
91685	22645	s	
91689	22646	s	
91693	22647	s	
91697	22648	s	
91701	22649	s	
91705	22650	s	
91709	22651	s	
91713	22652	p	
91717	22653	s	
91721	22654	s	
91725	22655	s	
91729	22656	s	
91733	22657	s	
91737	22658	s	
91741	22659	s	
91745	22660	s	
91749	22661	s	
91753	22662	p	
91757	22663	s	
91761	22664	s	
91765	22665	p	
91769	22666	s	
91773	22667	t	
91777	22668	p	
91781	22669	s	
91785	22670	s	
91789	22671	s	
91793	22672	s	
91797	22673	s	
91801	22674	s	
91805	22675	s	
91809	22676	s	
91813	22677	s	
91817	22678	s	
91821	22679	s	
91825	22680	s	
91829	22681	p	
91833	22682	s	
91837	22683	s	
91841	22684	s	
91845	22685	s	
91849	22686	s	
91853	22687	p	
91857	22688	s	
91861	22689	p	
91865	22690	s	
91869	22691	p	
91873	22692	p	
91877	22693	s	
91881	22694	t	
91885	22695	p	
91889	22696	s	
91893	22697	s	
91897	22698	s	
91901	22699	s	
91905	22700	p	
91909	22701	s	
91913	22702	s	
91917	22703	p	
91921	22704	s	
91925	22705	s	
91929	22706	p	
91933	22707	s	
91937	22708	p	
91941	22709	s	
91945	22710	t	
91949	22711	p	
91953	22712	s	
91957	22713	s	
91961	22714	s	
91965	22715	p	
91969	22716	s	
91973	22717	s	
91977	22718	t	
91981	22719	p	
91989	22721	s	
91993	22722	s	
91997	22723	s	
92001	22724	s	
92005	22725	s	
92009	22726	s	
92013	22727	s	
92017	22728	s	
92021	22729	s	
92025	22730	p	
92029	22731	s	
92033	22732	s	
92037	22733	t	
92042	22734	p	
92046	22735	s	
92050	22736	s	
92054	22737	s	
92058	22738	p	
92062	22739	s	
92066	22740	s	
92070	22741	p	
92074	22742	s	
92078	22743	s	
92082	22744	s	
92086	22745	s	
92090	22746	p	
92094	22747	s	
92098	22748	s	
92102	22749	s	
92106	22750	s	
92110	22751	p	
92114	22752	s	
92118	22753	s	
92122	22754	s	
92126	22755	s	
92130	22756	s	
92134	22757	p	
92138	22758	s	
92142	22759	p	
92146	22760	s	
92150	22761	s	
92154	22762	s	
92158	22763	s	
92162	22764	s	
92166	22765	s	
92170	22766	s	
92174	22767	s	
92178	22768	s	
92182	22769	s	
92186	22770	s	
92190	22771	s	
92194	22772	s	
92198	22773	s	
92202	22774	s	
92206	22775	s	
92210	22776	t	
92214	22777	t	
92218	22778	p	
92226	22780	s	
92230	22781	s	
92234	22782	s	
92238	22783	s	
92242	22784	s	
92246	22785	s	
92250	22786	s	
92254	22787	p	
92258	22788	p	
92262	22789	s	
92266	22790	s	
92270	22791	s	
92274	22792	s	
92278	22793	s	
92282	22794	s	
92286	22795	s	
92290	22796	p	
92294	22797	s	
92298	22798	s	
92302	22799	s	
92306	22800	s	
92310	22801	s	
92314	22802	t	
92318	22803	p	
92322	22804	s	
92326	22805	s	
92330	22806	s	
92334	22807	s	
92338	22808	s	
92342	22809	s	
92346	22810	p	
92350	22811	s	
92354	22812	s	
92358	22813	s	
92362	22814	s	
92366	22815	s	
92370	22816	s	
92374	22817	p	
92378	22818	s	
92382	22819	s	
92386	22820	t	
92390	22821	p	
92394	22822	s	
92398	22823	s	
92402	22824	s	
92406	22825	s	
92410	22826	s	
92414	22827	s	
92418	22828	s	
92422	22829	s	
92426	22830	p	
92430	22831	s	
92434	22832	t	
92439	22833	p	
92443	22834	s	
92447	22835	s	
92451	22836	s	
92455	22837	s	
92459	22838	s	
92463	22839	s	
92467	22840	s	
92471	22841	s	
92475	22842	s	
92479	22843	s	
92483	22844	s	
92487	22845	s	
92491	22846	s	
92495	22847	s	
92499	22848	s	
92503	22849	p	
92507	22850	s	
92511	22851	s	
92515	22852	s	
92519	22853	s	
92523	22854	s	
92527	22855	s	
92531	22856	s	
92535	22857	s	
92539	22858	s	
92543	22859	s	
92547	22860	s	
92551	22861	s	
92555	22862	s	
92559	22863	s	
92563	22864	p	
92567	22865	s	
92571	22866	s	
92575	22867	t	
92579	22868	p	
92583	22869	s	
92587	22870	s	
92591	22871	s	
92595	22872	s	
92599	22873	s	
92603	22874	s	
92607	22875	p	
92611	22876	s	
92615	22877	s	
92619	22878	s	
92623	22879	s	
92627	22880	s	
92631	22881	s	
92635	22882	p	
92639	22883	s	
92643	22884	t	
92647	22885	p	
92651	22886	s	
92655	22887	s	
92659	22888	s	
92663	22889	s	
92667	22890	p	
92671	22891	s	
92675	22892	s	
92679	22893	s	
92683	22894	p	
92687	22895	s	
92691	22896	t	
92695	22897	p	
92699	22898	s	
92703	22899	p	
92707	22900	s	
92711	22901	t	
92715	22902	p	
92719	22903	p	
92723	22904	t	
92727	22905	p	
92731	22906	s	
92735	22907	p	
92739	22908	s	
92743	22909	s	
92747	22910	t	
92751	22911	t	
92755	22912	p	
92759	22913	s	
92763	22914	s	
92767	22915	s	
92771	22916	s	
92775	22917	s	
92779	22918	s	
92783	22919	s	
92787	22920	s	
92791	22921	s	
92795	22922	s	
92799	22923	s	
92803	22924	s	
92807	22925	s	
92811	22926	s	
92815	22927	s	
92819	22928	p	
92823	22929	s	
92827	22930	t	
92831	22931	p	
92835	22932	s	
92839	22933	s	
92843	22934	s	
92847	22935	p	
92851	22936	s	
92855	22937	t	
92859	22938	p	
92863	22939	s	
92867	22940	s	
92871	22941	p	
92875	22942	s	
92879	22943	s	
92883	22944	p	
92888	22945	s	
92892	22946	t	
92896	22947	p	
92901	22948	s	
92905	22949	s	
92909	22950	s	
92913	22951	s	
92917	22952	s	
92921	22953	s	
92925	22954	s	
92929	22955	s	
92933	22956	s	
92937	22957	s	
92941	22958	s	
92945	22959	s	
92949	22960	s	
92953	22961	s	
92957	22962	s	
92961	22963	s	
92965	22964	t	
92969	22965	p	
92973	22966	s	
92981	22968	s	
92989	22970	s	
92997	22972	s	
93001	22973	s	
93009	22975	s	
93013	22976	s	
93017	22977	p	
93021	22978	s	
93025	22979	s	
93029	22980	p	
93034	22981	s	
93038	22982	s	
93042	22983	s	
93046	22984	s	
93050	22985	s	
93054	22986	s	
93058	22987	s	
93062	22988	t	
93066	22989	p	
93070	22990	s	
93074	22991	s	
93086	22994	t	
93090	22995	p	
93094	22996	s	
93098	22997	t	
93102	22998	t	
93106	22999	p	
93110	23000	s	
93114	23001	s	
93118	23002	s	
93122	23003	s	
93126	23004	s	
93130	23005	s	
93134	23006	p	
93138	23007	s	
93142	23008	s	
93146	23009	s	
93150	23010	s	
93154	23011	s	
93158	23012	s	
93162	23013	s	
93166	23014	s	
93170	23015	s	
93174	23016	s	
93178	23017	p	
93182	23018	s	
93186	23019	s	
93190	23020	s	
93194	23021	p	
93198	23022	s	
93202	23023	s	
93206	23024	s	
93210	23025	s	
93214	23026	s	
93218	23027	s	
93222	23028	p	
93226	23029	s	
93230	23030	s	
93234	23031	s	
93238	23032	s	
93242	23033	s	
93246	23034	s	
93250	23035	s	
93254	23036	s	
93258	23037	k	
93261	23038	t	
93265	23039	t	
93269	23040	p	
93273	23041	s	
93277	23042	s	
93281	23043	s	
93285	23044	s	
93289	23045	s	
93293	23046	s	
93297	23047	s	
93301	23048	s	
93305	23049	p	
93309	23050	s	
93313	23051	s	
93317	23052	s	
93321	23053	s	
93325	23054	s	
93329	23055	s	
93333	23056	s	
93337	23057	s	
93341	23058	s	
93345	23059	s	
93349	23060	s	
93353	23061	s	
93357	23062	s	
93361	23063	s	
93365	23064	s	
93369	23065	s	
93373	23066	s	
93377	23067	s	
93381	23068	s	
93385	23069	p	
93389	23070	s	
93393	23071	s	
93397	23072	s	
93401	23073	s	
93405	23074	s	
93409	23075	s	
93413	23076	s	
