137895	7521	1
137902	7522	20
137907	7523	1
137913	7524	1
137921	7525	1
137926	7526	1
137931	7527	1
137939	7528	100
137947	7529	1
137955	7530	100
137966	7531	1
137973	7532	100
137983	7533	1
137990	7534	100
137995	7535	30
137998	7535	30
138001	7535	30
138004	7535	30
138009	7536	120
138014	7536	120
138021	7537	60
138029	7537	60
138039	7538	30
138045	7538	30
138053	7539	30
138056	7539	30
138059	7539	30
138062	7539	30
138067	7540	1
138070	7540	1
138073	7540	1
138076	7540	1
138081	7541	60
138093	7541	60
138107	7542	30
138119	7542	30
138133	7543	60
138137	7543	60
138141	7543	60
138145	7543	60
138151	7544	30
138155	7544	30
138159	7544	30
138163	7544	30
138169	7545	60
138172	7545	60
138175	7545	60
138178	7545	60
138183	7546	30
138186	7546	30
138189	7546	30
138192	7546	30
138197	7547	120
138202	7548	30
138206	7548	30
138212	7549	30
138217	7550	30
138221	7550	30
138227	7551	30
138232	7552	30
138235	7552	30
138240	7553	30
138245	7554	30
138248	7554	30
138253	7555	28
138256	7555	28
138261	7556	28
138266	7557	30
138269	7557	30
138274	7558	30
138279	7559	30
138283	7560	1
138287	7561	1
138292	7562	120
138298	7563	90
138304	7564	100
138309	7565	10
138314	7566	5
138319	7567	10
138324	7568	1
138329	7569	25
138335	7570	1
138340	7571	90
138345	7572	90
138350	7573	25
138355	7574	1
138360	7575	1
138365	7576	1
138370	7577	4
138373	7577	10
138378	7578	4
138381	7578	10
138386	7579	4
138389	7579	10
138394	7580	4
138397	7580	10
138402	7581	2
138407	7582	1
138412	7583	1
138417	7584	2
138422	7585	100
138427	7586	100
138432	7587	10
138437	7588	12
138443	7589	200
138450	7591	100
138458	7592	5
138466	7593	90
138471	7594	30
138476	7595	1
138481	7596	1
138486	7597	1
138491	7598	1
138499	7599	1
138505	7600	1
138513	7601	1
138516	7601	1
138522	7602	1
138525	7602	1
138530	7603	1
138538	7604	30
138543	7605	25
138553	7606	12
138560	7607	4
138567	7608	12
138572	7609	12
138577	7610	12
138580	7610	12
138585	7611	12
138590	7612	25
138595	7613	50
138600	7614	50
138605	7615	20
138610	7616	20
138620	7618	20
138626	7619	12
138632	7620	7
138637	7621	10
138642	7622	1
138647	7623	100
138652	7624	100
138658	7625	7
138663	7626	7
138668	7627	100
138673	7628	100
138678	7629	100
138683	7630	100
138688	7631	100
138693	7632	100
138698	7633	100
138703	7634	100
138708	7635	250
138713	7636	100
138718	7637	500
138723	7638	1
138729	7639	5
138736	7640	1
138741	7641	1
138746	7642	5
138751	7643	5
138756	7644	1
138761	7645	5
138768	7646	1
138774	7647	5
138782	7648	1
138788	7649	1
138796	7650	1
138803	7651	1
138810	7652	5
138818	7653	5
138827	7654	5
138836	7655	5
138841	7656	1
138847	7657	60
138852	7658	100
138866	7659	60
138880	7660	100
138886	7661	100
138892	7662	100
138897	7663	100
138908	7664	30
138913	7665	30
138918	7666	30
138923	7667	30
138928	7668	90
138933	7669	90
138938	7670	100
138946	7671	5
138951	7672	100
138956	7673	100
138961	7674	100
138966	7675	60
138971	7676	120
138976	7677	60
138981	7678	100
138989	7679	100
138994	7680	1
138999	7681	50
139005	7682	50
139010	7683	50
139015	7684	50
139021	7685	5
139027	7686	50
139032	7687	1
139037	7688	5
139042	7689	5
139047	7690	10
139052	7691	10
139057	7692	10
139062	7693	10
139067	7694	10
139072	7695	10
139077	7696	10
139082	7697	10
139087	7698	10
139092	7699	28
139096	7699	28
139102	7700	60
139109	7701	84
139114	7702	112
139120	7703	84
