88147	21763	A06AA
88150	21764	A06AA01
88154	21765	A06AA02
88158	21766	A06AA51
88163	21767	A06AB
88166	21768	A06AB01
88170	21769	A06AB02
88174	21770	A06AB03
88178	21771	A06AB04
88182	21772	A06AB05
88186	21773	A06AB06
88190	21774	A06AB07
88194	21775	A06AB08
88198	21776	A06AB09
88202	21777	A06AB20
88206	21778	A06AB30
88210	21779	A06AB52
88214	21780	A06AB53
88218	21781	A06AB56
88222	21782	A06AB57
88226	21783	A06AB58
88231	21784	A06AC
88234	21785	A06AC01
88238	21786	A06AC02
88242	21787	A06AC03
88246	21788	A06AC05
88250	21789	A06AC06
88254	21790	A06AC07
88258	21791	A06AC08
88262	21792	A06AC51
88266	21793	A06AC53
88270	21794	A06AC55
88275	21795	A06AD
88278	21796	A06AD01
88282	21797	A06AD02
88286	21798	A06AD03
88290	21799	A06AD04
88294	21800	A06AD10
88298	21801	A06AD11
88302	21802	A06AD12
88306	21803	A06AD13
88310	21804	A06AD14
88314	21805	A06AD15
88318	21806	A06AD16
88322	21807	A06AD17
88326	21808	A06AD18
88330	21809	A06AD19
88334	21810	A06AD21
88338	21811	A06AD61
88342	21812	A06AD65
88347	21813	A06AG
88350	21814	A06AG01
88354	21815	A06AG02
88358	21816	A06AG03
88362	21817	A06AG04
88366	21818	A06AG06
88370	21819	A06AG07
88374	21820	A06AG10
88378	21821	A06AG11
88382	21822	A06AG20
88387	21823	A06AX
88390	21824	A06AX01
88394	21825	A06AX02
88399	21826	A07
88403	21827	A07A
88407	21828	A07AA
88410	21829	A07AA01
88414	21830	A07AA02
88418	21831	A07AA03
88422	21832	A07AA04
88426	21833	A07AA05
88430	21834	A07AA06
88434	21835	A07AA07
88438	21836	A07AA08
88442	21837	A07AA09
88446	21838	A07AA10
88450	21839	A07AA11
88454	21840	A07AA51
88458	21841	A07AA54
88463	21842	A07AB
88466	21843	A07AB02
88470	21844	A07AB03
88474	21845	A07AB04
88479	21846	A07AC
88482	21847	A07AC01
88487	21848	A07AX
88490	21849	A07AX01
88494	21850	A07AX02
88498	21851	A07AX03
88502	21852	A07AX04
88507	21853	A07B
88511	21854	A07BA
88514	21855	A07BA01
88518	21856	A07BA51
88523	21857	A07BB
88527	21858	A07BC
88530	21859	A07BC01
88534	21860	A07BC02
88538	21861	A07BC03
88542	21862	A07BC04
88546	21863	A07BC05
88550	21864	A07BC30
88554	21865	A07BC54
88559	21866	A07C
88563	21867	A07CA
88567	21868	A07D
88568	21868	A07DA
88571	21869	A07DA01
88575	21870	A07DA02
88579	21871	A07DA03
88583	21872	A07DA04
88587	21873	A07DA05
88591	21874	A07DA52
88595	21875	A07DA53
88600	21876	A07E
88604	21877	A07EA
88607	21878	A07EA01
88611	21879	A07EA02
88615	21880	A07EA03
88619	21881	A07EA04
88623	21882	A07EA05
88627	21883	A07EA06
88631	21884	A07EA07
88636	21885	A07EB
88639	21886	A07EB01
88644	21887	A07EC
88647	21888	A07EC01
88651	21889	A07EC02
88655	21890	A07EC03
88659	21891	A07EC04
88664	21892	A07F
88665	21892	A07FA
88668	21893	A07FA01
88672	21894	A07FA02
88676	21895	A07FA51
88681	21896	A07X
88682	21896	A07XA
88685	21897	A07XA01
88689	21898	A07XA02
88693	21899	A07XA03
88697	21900	A07XA04
88701	21901	A07XA51
88706	21902	A08
88707	21902	A08A
88711	21903	A08AA
88714	21904	A08AA01
88718	21905	A08AA02
88722	21906	A08AA03
88726	21907	A08AA04
88730	21908	A08AA05
88734	21909	A08AA06
88738	21910	A08AA07
88742	21911	A08AA08
88746	21912	A08AA09
88750	21913	A08AA10
88754	21914	A08AA56
88759	21915	A08AB
88762	21916	A08AB01
88767	21917	A09
88768	21917	A09A
88772	21918	A09AA
88775	21919	A09AA01
88779	21920	A09AA02
88783	21921	A09AA03
88787	21922	A09AA04
88792	21923	A09AB
88795	21924	A09AB01
88799	21925	A09AB02
88803	21926	A09AB03
88807	21927	A09AB04
88812	21928	A09AC
88815	21929	A09AC01
88819	21930	A09AC02
88824	21931	A10
88828	21932	A10A
88832	21933	A10AB
88835	21934	A10AB01
88839	21935	A10AB02
88843	21936	A10AB03
88847	21937	A10AB04
88851	21938	A10AB05
88855	21939	A10AB30
88860	21940	A10AC
88863	21941	A10AC01
88867	21942	A10AC02
88871	21943	A10AC03
88875	21944	A10AC04
88879	21945	A10AC30
88884	21946	A10AD
88887	21947	A10AD01
88891	21948	A10AD02
88895	21949	A10AD03
88899	21950	A10AD04
88903	21951	A10AD30
88908	21952	A10AE
88911	21953	A10AE01
88915	21954	A10AE02
88919	21955	A10AE03
88923	21956	A10AE04
88927	21957	A10AE30
88932	21958	A10B
88936	21959	A10BA
88939	21960	A10BA01
88943	21961	A10BA02
88947	21962	A10BA03
88952	21963	A10BB
88955	21964	A10BB01
88959	21965	A10BB02
88963	21966	A10BB03
88967	21967	A10BB04
88971	21968	A10BB05
88975	21969	A10BB06
88979	21970	A10BB07
88983	21971	A10BB08
88987	21972	A10BB09
88991	21973	A10BB10
88995	21974	A10BB11
88999	21975	A10BB12
89003	21976	A10BB31
89008	21977	A10BC
89011	21978	A10BC01
89016	21979	A10BD
89019	21980	A10BD01
89023	21981	A10BD02
89028	21982	A10BF
89031	21983	A10BF01
89035	21984	A10BF02
89039	21985	A10BF03
89044	21986	A10BG
89047	21987	A10BG01
89051	21988	A10BG02
89055	21989	A10BG03
89060	21990	A10BX
89063	21991	A10BX01
89067	21992	A10BX02
89071	21993	A10BX03
89076	21994	A10X
89080	21995	A10XA
89083	21996	A10XA01
89088	21997	A11
89092	21998	A11A
89096	21999	A11AA
89099	22000	A11AA01
89103	22001	A11AA02
89107	22002	A11AA03
89111	22003	A11AA04
89116	22004	A11AB
89120	22005	A11B
89121	22005	A11BA
89125	22006	A11C
89129	22007	A11CA
89132	22008	A11CA01
89136	22009	A11CA02
89141	22010	A11CB
89145	22011	A11CC
89148	22012	A11CC01
89152	22013	A11CC02
89156	22014	A11CC03
89160	22015	A11CC04
89164	22016	A11CC05
89168	22017	A11CC06
89172	22018	A11CC20
89177	22019	A11D
89181	22020	A11DA
89184	22021	A11DA01
89188	22022	A11DA02
89193	22023	A11DB
89197	22024	A11E
89201	22025	A11EA
89205	22026	A11EB
89209	22027	A11EC
89213	22028	A11ED
89217	22029	A11EX
89221	22030	A11G
89225	22031	A11GA
89228	22032	A11GA01
89233	22033	A11GB
89236	22034	A11GB01
89241	22035	A11H
89242	22035	A11HA
89245	22036	A11HA01
89249	22037	A11HA02
89253	22038	A11HA03
89257	22039	A11HA04
89261	22040	A11HA05
89265	22041	A11HA06
89269	22042	A11HA07
89273	22043	A11HA30
89277	22044	A11HA31
89281	22045	A11HA32
89286	22046	A11J
89290	22047	A11JA
89294	22048	A11JB
89298	22049	A11JC
89302	22050	A12
89306	22051	A12A
89307	22051	A12AA
89310	22052	A12AA01
89314	22053	A12AA02
89318	22054	A12AA03
89322	22055	A12AA04
89326	22056	A12AA05
89330	22057	A12AA06
89334	22058	A12AA07
89338	22059	A12AA08
89342	22060	A12AA09
89346	22061	A12AA10
89350	22062	A12AA11
89354	22063	A12AA12
89358	22064	A12AA20
89362	22065	A12AA30
89367	22066	A12AX
89371	22067	A12B
89372	22067	A12BA
89375	22068	A12BA01
89379	22069	A12BA02
89383	22070	A12BA03
89387	22071	A12BA04
89391	22072	A12BA05
89395	22073	A12BA30
89399	22074	A12BA51
89404	22075	A12C
89408	22076	A12CA
89411	22077	A12CA01
89415	22078	A12CA02
89420	22079	A12CB
89423	22080	A12CB01
89427	22081	A12CB02
89431	22082	A12CB03
89436	22083	A12CC
89439	22084	A12CC01
89443	22085	A12CC02
89447	22086	A12CC03
89451	22087	A12CC04
89455	22088	A12CC05
89459	22089	A12CC06
89463	22090	A12CC07
89467	22091	A12CC08
89471	22092	A12CC09
89475	22093	A12CC10
89479	22094	A12CC30
89484	22095	A12CD
89487	22096	A12CD01
89491	22097	A12CD02
89495	22098	A12CD51
89500	22099	A12CE
89503	22100	A12CE01
89507	22101	A12CE02
89512	22102	A12CX
89516	22103	A13
89517	22103	A13A
89521	22104	A14
89525	22105	A14A
89529	22106	A14AA
89532	22107	A14AA01
89536	22108	A14AA02
89540	22109	A14AA03
89544	22110	A14AA04
89548	22111	A14AA05
89552	22112	A14AA06
89556	22113	A14AA07
89560	22114	A14AA08
89564	22115	A14AA09
89569	22116	A14AB
89572	22117	A14AB01
89576	22118	A14AB02
89580	22119	A14AB03
89585	22120	A14B
89589	22121	A15
89593	22122	A16
89594	22122	A16A
89598	22123	A16AA
89601	22124	A16AA01
89605	22125	A16AA02
89609	22126	A16AA03
89613	22127	A16AA04
89617	22128	A16AA05
89621	22129	A16AA06
89626	22130	A16AB
89629	22131	A16AB01
89633	22132	A16AB02
89637	22133	A16AB03
89641	22134	A16AB04
89646	22135	A16AX
89649	22136	A16AX01
89653	22137	A16AX02
89657	22138	A16AX03
89661	22139	A16AX04
89665	22140	A16AX05
89669	22141	B
89673	22142	B01
89674	22142	B01A
89678	22143	B01AA
89681	22144	B01AA01
89685	22145	B01AA02
89689	22146	B01AA03
89693	22147	B01AA04
89697	22148	B01AA07
89701	22149	B01AA08
89705	22150	B01AA09
89709	22151	B01AA10
89713	22152	B01AA11
89718	22153	B01AB
89721	22154	B01AB01
89725	22155	B01AB02
89729	22156	B01AB04
89733	22157	B01AB05
89737	22158	B01AB06
89741	22159	B01AB07
89745	22160	B01AB08
89749	22161	B01AB09
89753	22162	B01AB10
89757	22163	B01AB11
89761	22164	B01AB51
89766	22165	B01AC
89769	22166	B01AC01
89773	22167	B01AC02
89777	22168	B01AC03
89781	22169	B01AC04
89785	22170	B01AC05
89789	22171	B01AC06
89793	22172	B01AC07
89797	22173	B01AC08
89801	22174	B01AC09
89805	22175	B01AC10
89809	22176	B01AC11
89813	22177	B01AC13
89817	22178	B01AC14
89821	22179	B01AC15
89825	22180	B01AC16
89829	22181	B01AC17
89833	22182	B01AC18
89837	22183	B01AC30
89842	22184	B01AD
89845	22185	B01AD01
89849	22186	B01AD02
89853	22187	B01AD03
89857	22188	B01AD04
89861	22189	B01AD05
89865	22190	B01AD06
89869	22191	B01AD07
89873	22192	B01AD08
89877	22193	B01AD09
89881	22194	B01AD10
89886	22195	B01AX
89889	22196	B01AX01
89893	22197	B01AX02
89897	22198	B01AX03
89901	22199	B01AX04
89906	22200	B02
89910	22201	B02A
89914	22202	B02AA
89917	22203	B02AA01
89921	22204	B02AA02
89925	22205	B02AA03
89930	22206	B02AB
89933	22207	B02AB01
89937	22208	B02AB02
89941	22209	B02AB03
89945	22210	B02AB04
89950	22211	B02B
89954	22212	B02BA
89957	22213	B02BA01
89961	22214	B02BA02
89966	22215	B02BB
89969	22216	B02BB01
89974	22217	B02BC
89977	22218	B02BC01
89981	22219	B02BC02
89985	22220	B02BC03
89989	22221	B02BC05
89993	22222	B02BC06
89997	22223	B02BC07
90001	22224	B02BC08
90005	22225	B02BC09
90009	22226	B02BC10
90014	22227	B02BD
90017	22228	B02BD01
90021	22229	B02BD02
90025	22230	B02BD03
90029	22231	B02BD04
90033	22232	B02BD05
90037	22233	B02BD06
90041	22234	B02BD07
90045	22235	B02BD08
90049	22236	B02BD09
90053	22237	B02BD30
90058	22238	B02BX
90061	22239	B02BX01
90065	22240	B02BX02
90069	22241	B02BX03
90074	22242	B03
90078	22243	B03A
90082	22244	B03AA
90085	22245	B03AA01
90089	22246	B03AA02
90093	22247	B03AA03
90097	22248	B03AA04
90101	22249	B03AA05
90105	22250	B03AA06
90109	22251	B03AA07
90113	22252	B03AA08
90117	22253	B03AA09
90121	22254	B03AA10
90125	22255	B03AA11
90130	22256	B03AB
90133	22257	B03AB01
90137	22258	B03AB02
90141	22259	B03AB03
90145	22260	B03AB04
90149	22261	B03AB05
90153	22262	B03AB06
90157	22263	B03AB07
90161	22264	B03AB08
90165	22265	B03AB09
90170	22266	B03AC
90173	22267	B03AC01
90177	22268	B03AC02
90181	22269	B03AC03
90185	22270	B03AC05
90189	22271	B03AC06
90194	22272	B03AD
90197	22273	B03AD01
90201	22274	B03AD02
90205	22275	B03AD03
90210	22276	B03AE
90213	22277	B03AE01
90217	22278	B03AE02
90221	22279	B03AE03
90225	22280	B03AE04
90229	22281	B03AE10
90234	22282	B03B
90238	22283	B03BA
90241	22284	B03BA01
90245	22285	B03BA02
90249	22286	B03BA03
90253	22287	B03BA04
90257	22288	B03BA51
90261	22289	B03BA53
90266	22290	B03BB
90269	22291	B03BB01
90273	22292	B03BB51
90278	22293	B03X
90279	22293	B03XA
90282	22294	B03XA01
90286	22295	B03XA02
90291	22296	B05
90295	22297	B05A
90299	22298	B05AA
90302	22299	B05AA01
90306	22300	B05AA02
90310	22301	B05AA03
90314	22302	B05AA05
90318	22303	B05AA06
90322	22304	B05AA07
90326	22305	B05AA08
90330	22306	B05AA09
90335	22307	B05B
90339	22308	B05BA
90342	22309	B05BA01
90346	22310	B05BA02
90350	22311	B05BA03
90354	22312	B05BA04
90358	22313	B05BA10
90363	22314	B05BB
90366	22315	B05BB01
90370	22316	B05BB02
90374	22317	B05BB03
90379	22318	B05BC
90382	22319	B05BC01
90386	22320	B05BC02
90391	22321	B05C
90395	22322	B05CA
90398	22323	B05CA01
90402	22324	B05CA02
90406	22325	B05CA03
90410	22326	B05CA04
90414	22327	B05CA05
90418	22328	B05CA06
90422	22329	B05CA07
90426	22330	B05CA08
90430	22331	B05CA09
90434	22332	B05CA10
90439	22333	B05CB
90442	22334	B05CB01
90446	22335	B05CB02
90450	22336	B05CB03
90454	22337	B05CB04
90458	22338	B05CB10
90463	22339	B05CX
90466	22340	B05CX01
90470	22341	B05CX02
90474	22342	B05CX03
90478	22343	B05CX04
90482	22344	B05CX10
90487	22345	B05D
90491	22346	B05DA
90495	22347	B05DB
90499	22348	B05X
90503	22349	B05XA
90506	22350	B05XA01
90510	22351	B05XA02
90514	22352	B05XA03
90518	22353	B05XA04
90522	22354	B05XA05
90526	22355	B05XA06
90530	22356	B05XA07
90534	22357	B05XA08
90538	22358	B05XA09
90542	22359	B05XA10
90546	22360	B05XA11
90550	22361	B05XA12
90554	22362	B05XA13
90558	22363	B05XA14
90562	22364	B05XA15
90566	22365	B05XA16
90570	22366	B05XA30
90574	22367	B05XA31
90579	22368	B05XB
90582	22369	B05XB01
90586	22370	B05XB02
90590	22371	B05XB03
90595	22372	B05XC
90599	22373	B05XX
90602	22374	B05XX02
90607	22375	B05Z
90611	22376	B05ZA
90615	22377	B05ZB
90619	22378	B06
90620	22378	B06A
90624	22379	B06AA
90627	22380	B06AA02
90631	22381	B06AA03
90635	22382	B06AA04
90639	22383	B06AA07
90643	22384	B06AA10
90647	22385	B06AA11
90651	22386	B06AA55
90656	22387	B06AB
90659	22388	B06AB01
90663	22389	C
90667	22390	C01
90671	22391	C01A
90675	22392	C01AA
90678	22393	C01AA01
90682	22394	C01AA02
90686	22395	C01AA03
90690	22396	C01AA04
90694	22397	C01AA05
90698	22398	C01AA06
90702	22399	C01AA07
90706	22400	C01AA08
90710	22401	C01AA09
90714	22402	C01AA52
90719	22403	C01AB
90722	22404	C01AB01
90726	22405	C01AB51
90731	22406	C01AC
90734	22407	C01AC01
90738	22408	C01AC03
90743	22409	C01AX
90746	22410	C01AX02
90751	22411	C01B
90755	22412	C01BA
90758	22413	C01BA01
90762	22414	C01BA02
90766	22415	C01BA03
90770	22416	C01BA04
90774	22417	C01BA05
90778	22418	C01BA08
90782	22419	C01BA12
90786	22420	C01BA51
90790	22421	C01BA71
90795	22422	C01BB
90798	22423	C01BB01
90802	22424	C01BB02
90806	22425	C01BB03
90810	22426	C01BB04
90815	22427	C01BC
90818	22428	C01BC03
90822	22429	C01BC04
90826	22430	C01BC07
90830	22431	C01BC08
90835	22432	C01BD
90838	22433	C01BD01
90842	22434	C01BD02
90846	22435	C01BD03
90850	22436	C01BD04
90854	22437	C01BD05
90859	22438	C01BG
90862	22439	C01BG01
90866	22440	C01BG07
90871	22441	C01C
90875	22442	C01CA
90878	22443	C01CA01
90882	22444	C01CA02
90886	22445	C01CA03
90890	22446	C01CA04
90894	22447	C01CA05
90898	22448	C01CA06
90902	22449	C01CA07
90906	22450	C01CA08
90910	22451	C01CA09
90914	22452	C01CA10
90918	22453	C01CA11
90922	22454	C01CA12
90926	22455	C01CA13
90930	22456	C01CA14
90934	22457	C01CA15
90938	22458	C01CA16
90942	22459	C01CA17
90946	22460	C01CA18
90950	22461	C01CA19
90954	22462	C01CA21
90958	22463	C01CA22
90962	22464	C01CA23
90966	22465	C01CA24
90970	22466	C01CA30
90974	22467	C01CA51
90979	22468	C01CE
90982	22469	C01CE01
90986	22470	C01CE02
90990	22471	C01CE03
90994	22472	C01CE04
90999	22473	C01CX
91002	22474	C01CX06
91006	22475	C01CX07
91010	22476	C01CX08
91015	22477	C01D
91019	22478	C01DA
91022	22479	C01DA02
91026	22480	C01DA04
91030	22481	C01DA05
91034	22482	C01DA07
91038	22483	C01DA08
91042	22484	C01DA09
91046	22485	C01DA13
91050	22486	C01DA14
91054	22487	C01DA20
91058	22488	C01DA38
91062	22489	C01DA52
91066	22490	C01DA54
91070	22491	C01DA55
91074	22492	C01DA57
91078	22493	C01DA58
91082	22494	C01DA59
91086	22495	C01DA63
91090	22496	C01DA70
91095	22497	C01DB
91098	22498	C01DB01
91103	22499	C01DX
91106	22500	C01DX01
91110	22501	C01DX02
91114	22502	C01DX03
91118	22503	C01DX04
91122	22504	C01DX05
91126	22505	C01DX06
91130	22506	C01DX07
91134	22507	C01DX08
91138	22508	C01DX09
91142	22509	C01DX10
91146	22510	C01DX11
91150	22511	C01DX12
91154	22512	C01DX13
91158	22513	C01DX14
91162	22514	C01DX15
91166	22515	C01DX16
91170	22516	C01DX18
91174	22517	C01DX51
91178	22518	C01DX52
91182	22519	C01DX53
91186	22520	C01DX54
91191	22521	C01E
91195	22522	C01EA
91198	22523	C01EA01
91200	22521	C01EB
91203	22524	C01EB02
91207	22525	C01EB03
91211	22526	C01EB04
91215	22527	C01EB05
91219	22528	C01EB06
91223	22529	C01EB07
91227	22530	C01EB09
91231	22531	C01EB10
91235	22532	C01EB11
91239	22533	C01EB12
91243	22534	C01EB13
91247	22535	C01EB15
91252	22536	C01EX
91256	22537	C02
91260	22538	C02A
91264	22539	C02AA
91267	22540	C02AA01
91271	22541	C02AA02
91275	22542	C02AA03
91279	22543	C02AA04
91283	22544	C02AA05
91287	22545	C02AA06
91291	22546	C02AA07
91295	22547	C02AA52
91299	22548	C02AA53
91303	22549	C02AA57
91308	22550	C02AB
91311	22551	C02AB01
91315	22552	C02AB02
91320	22553	C02AC
91323	22554	C02AC01
91327	22555	C02AC02
91331	22556	C02AC04
91335	22557	C02AC05
91339	22558	C02AC06
91344	22559	C02B
91348	22560	C02BA
91351	22561	C02BA01
91356	22562	C02BB
91359	22563	C02BB01
91364	22564	C02BC
91368	22565	C02C
91372	22566	C02CA
91375	22567	C02CA01
91379	22568	C02CA02
91383	22569	C02CA03
91387	22570	C02CA04
91391	22571	C02CA06
91396	22572	C02CC
91399	22573	C02CC01
91403	22574	C02CC02
91407	22575	C02CC03
91411	22576	C02CC04
91415	22577	C02CC05
91419	22578	C02CC06
91423	22579	C02CC07
91428	22580	C02D
91432	22581	C02DA
91435	22582	C02DA01
91440	22583	C02DB
91443	22584	C02DB01
91447	22585	C02DB02
91451	22586	C02DB03
91455	22587	C02DB04
91460	22588	C02DC
91463	22589	C02DC01
91468	22590	C02DD
91471	22591	C02DD01
91476	22592	C02DG
91479	22593	C02DG01
91484	22594	C02K
91488	22595	C02KA
91491	22596	C02KA01
91496	22597	C02KB
91499	22598	C02KB01
91504	22599	C02KC
91507	22600	C02KC01
91512	22601	C02KD
91515	22602	C02KD01
91520	22603	C02L
91524	22604	C02LA
91527	22605	C02LA01
91531	22606	C02LA02
91535	22607	C02LA03
91539	22608	C02LA04
91543	22609	C02LA07
91547	22610	C02LA08
91551	22611	C02LA09
91555	22612	C02LA50
91559	22613	C02LA51
91563	22614	C02LA52
91567	22615	C02LA71
91572	22616	C02LB
91575	22617	C02LB01
91580	22618	C02LC
91583	22619	C02LC01
91587	22620	C02LC51
91592	22621	C02LE
91595	22622	C02LE01
91600	22623	C02LF
91603	22624	C02LF01
91608	22625	C02LG
91611	22626	C02LG01
91615	22627	C02LG02
91619	22628	C02LG03
91623	22629	C02LG51
91627	22630	C02LG73
91632	22631	C02LK
91635	22632	C02LK01
91640	22633	C02LL
91643	22634	C02LL01
91648	22635	C02LN
91652	22636	C02LX
91655	22637	C02LX01
91660	22638	C02N
91664	22639	C03
91668	22640	C03A
91672	22641	C03AA
91675	22642	C03AA01
91679	22643	C03AA02
91683	22644	C03AA03
91687	22645	C03AA04
91691	22646	C03AA05
91695	22647	C03AA06
91699	22648	C03AA07
91703	22649	C03AA08
91707	22650	C03AA09
91711	22651	C03AA13
91716	22652	C03AB
91719	22653	C03AB01
91723	22654	C03AB02
91727	22655	C03AB03
91731	22656	C03AB04
91735	22657	C03AB05
91739	22658	C03AB06
91743	22659	C03AB07
91747	22660	C03AB08
91751	22661	C03AB09
91756	22662	C03AH
91759	22663	C03AH01
91763	22664	C03AH02
91768	22665	C03AX
91771	22666	C03AX01
91776	22667	C03B
91780	22668	C03BA
91783	22669	C03BA02
91787	22670	C03BA03
91791	22671	C03BA04
91795	22672	C03BA05
91799	22673	C03BA07
