137917	26642	26641
137919	26642	21503
137935	21555	21553
137937	21555	22342
137943	26643	21544
137945	26643	21540
137960	26644	21544
137962	26644	21540
137964	26644	26734
137977	26645	21544
137979	26645	26735
137981	26645	21540
138454	21779	21765
138456	21779	21769
138462	21781	21765
138464	21781	26736
138495	21792	26649
138497	21792	26737
138509	21793	21787
138511	21793	26738
138547	21822	21808
138549	21822	22335
138551	21822	26739
138616	21869	26740
138618	21869	21677
138792	21947	21934
138794	21947	26741
138832	21950	21937
138834	21950	26742
139154	22183	22172
139156	22183	22171
139192	22275	26743
139194	22275	22291
139253	26656	26744
139255	26656	22340
139261	26657	26744
139263	26657	22077
139269	26658	26745
139271	26658	22077
139317	22316	22077
139319	22316	22340
139692	26665	22644
139694	26665	22716
139701	26666	22644
139703	26666	22717
139714	22779	21525
139716	22779	26746
140282	22967	22949
140284	22967	22644
140290	22969	22951
140292	22969	22677
140298	22971	22953
140300	22971	22644
140312	22974	22956
140314	22974	22644
140381	22992	22984
140383	22992	22644
140397	22993	22986
140399	22993	22644
140618	23146	22423
140620	23146	26747
140651	23203	23199
140653	23203	21503
140828	23284	23233
140830	23284	26748
140832	23284	21830
140888	26669	26749
140890	26669	26750
140895	26669	26778
140897	26669	26752
140899	26669	26753
140905	26670	23081
140907	26670	26756
140909	26670	26754
140911	26670	26755
140917	26671	23081
140919	26671	26756
140921	26671	26754
140923	26671	26757
140929	26672	23081
140931	26672	26751
140933	26672	26749
140935	26672	26759
141035	26674	23595
141037	26674	26760
141063	26675	23595
141065	26675	26761
141077	23580	23597
141079	23580	26760
141370	23664	26679
141372	23664	26762
141400	26682	23621
141402	26682	23600
141467	23694	26763
141469	23694	23693
141761	23803	26764
141763	23803	26765
142311	23925	23885
142313	23925	26766
142349	23926	23894
142351	23926	26766
142532	24008	23979
142534	24008	23992
143051	26690	24184
143053	26690	24183
143055	26690	24179
143058	26691	24183
143060	26691	24179
143931	24556	26699
143933	24556	21579
144638	24843	25773
144640	24843	24918
144749	24894	25773
144751	24894	22171
144805	24941	26767
144807	24941	25303
145159	26707	25024
145161	26707	26768
145209	26708	25024
145211	26708	26769
146379	25657	25583
146381	25657	25636
146387	25659	25667
146389	25659	25646
146707	26713	26770
146709	26713	23190
146711	26713	21829
146717	26714	26770
146719	26714	21829
146721	26714	25622
146923	26715	26054
146925	26715	26057
146931	26716	26069
146933	26716	26057
146939	26717	26057
146941	26717	26039
146984	26718	25560
146986	26718	25541
146998	26719	26086
147000	26719	26771
147006	26095	22080
147008	26095	26772
147091	26726	26126
147093	26726	26722
147099	26727	26126
147101	26727	22302
147138	26730	26729
147140	26730	26773
147151	26163	26774
147153	26163	26775
147159	26172	26776
147161	26172	21525
147168	23284	21829
147170	23284	25622
147187	26175	21524
147189	26175	26777
147191	26175	25622
