1,3808
1,8275
1,8276
2,1022
2,1032
2,3777
2,3780
3,3781
4,3764
4,7305
5,838
5,839
5,842
5,853
5,865
5,1415
5,2458
5,2460
5,2464
5,2468
5,2469
5,2470
5,2472
5,2473
5,2475
5,2476
5,2477
5,2478
5,2481
5,2482
5,2484
5,2485
5,2487
5,2488
5,3711
5,5091
5,5092
5,5093
5,5094
5,5095
5,5096
5,5097
5,5105
5,5593
5,5594
5,5656
5,5657
5,5840
5,5843
5,6167
5,6168
5,6770
6,1271
6,1588
6,1602
6,2545
6,3041
6,3044
6,3048
6,3049
6,3051
6,3053
6,3054
6,3055
6,3056
6,3059
6,3061
6,3062
6,3064
6,3065
6,3066
6,3067
6,3068
6,3069
6,3071
6,3074
6,3075
6,3076
6,3079
6,3080
6,3081
6,3082
6,3083
6,3084
6,3086
6,3087
6,3095
6,3096
6,3097
6,5385
6,5386
6,5387
6,5388
6,5389
6,5390
6,5391
6,5392
6,5407
6,5412
6,5413
6,5414
6,5415
6,5416
6,5605
6,5611
6,5619
6,5628
6,5694
6,5696
6,5710
6,5718
6,5725
6,5726
6,5728
6,5730
6,5739
6,5914
6,6162
6,6844
6,6850
6,6853
6,6956
6,6957
6,6958
6,6959
6,6960
6,6961
6,6962
6,6967
6,6968
6,6969
6,7153
6,7228
6,7242
6,7291
6,7343
6,7610
6,7618
6,7800
6,7928
6,8323
7,3763
7,3767
7,3773
7,5290
7,6963
7,6964
7,6965
7,7152
8,3806
9,2656
9,3803
9,4715
9,5625
9,5650
9,6046
9,6376
9,6689
9,6690
9,6980
9,7788
10,3792
11,5497
12,3493
12,3494
12,3495
12,3496
12,3497
12,3498
12,3499
12,3500
12,3501
12,3502
12,3503
12,3504
12,3505
12,3506
12,3507
12,3508
12,3517
12,3670
12,3709
12,5426
12,5427
12,5428
12,5429
12,5437
12,5621
12,5691
12,6025
12,7831
12,7938
13,3778
14,1272
14,1810
14,1823
14,1917
14,2343
14,3794
14,3797
14,3801
14,4404
14,4799
14,5529
15,2498
15,3757
15,3767
15,3784
15,3786
15,6170
15,6974
15,6986
15,7114
15,7359
15,7722
15,7802
16,3788
17,623
17,1270
17,1805
17,1810
17,2368
17,2370
17,2655
17,2658
17,3766
17,3790
17,4046
17,4688
17,5388
17,5396
17,5815
17,6211
17,6464
17,7276
17,7637
17,7667
17,7746
18,3776
19,3791
20,171
20,814
20,860
20,1264
20,1266
20,1269
20,1281
20,1290
20,1421
20,1676
20,1962
20,3662
20,3716
20,3722
20,3724
20,3810
20,3887
20,3895
20,4278
20,4401
20,5084
20,5085
20,5086
20,5087
20,5088
20,5089
20,5090
20,5841
20,5842
20,6120
20,6207
20,6435
20,6436
20,6437
20,6438
20,6439
20,6441
20,6767
20,6825
20,7130
20,8312
21,171
21,814
21,860
21,1264
21,1266
21,1269
21,1281
21,1290
21,1421
21,1676
21,1962
21,3662
21,3716
21,3722
21,3724
21,3810
21,3887
21,4278
21,4401
21,5084
21,5085
21,5086
21,5087
21,5088
21,5089
21,5090
21,5841
21,5842
21,6120
21,6207
21,6435
21,6436
21,6437
21,6438
21,6439
21,6441
21,7130
22,3802
23,3793
23,3795
23,3798
23,7076
23,7633
24,3796
25,2343
25,3638
25,3785
25,3794
25,3797
26,3809
27,3827
28,3805
28,6488
29,834
29,3812
29,7595
30,3817
31,1418
31,3816
31,3829
31,3830
31,5916
31,5917
